"Hist1h1b"
"Ptch2"
"Plce1"
"Mgst3"
"Adgrd1"
"Ncapd3"
"Arhgap29"
"Lbhd2"
"Plppr4"
"Runx3"
"Sfrp4"
"Ccne1"
"Ppp1r14a"
"Khdrbs3"
"Dscc1"
"Egr3"
"Socs3"
"Shisa8"
"Kifc1"
"Reep4"
"Plxna4"
"Pla2g4c"
"Nxnl2"
"Bex1"
"Zfpm2"
"Il6st"
"Arsj"
"Olfm1"
"Apoc1"
"A830018L16Rik"
"Mcm3"
"Abcc9"
"Foxm1"
"Hist2h2aa1"
"Hist1h2af"
"Fam129a"
"Fgf21"
"Lin7a"
"Nr2f2"
"Hs3st6"
"Nr4a2"
"Ptgfr"
"Ung"
"Mpped2"
"Clcn5"
"Pxdc1"
"E2f7"
"Tcea3"
"Galnt16"
"Cldn10"
"H2-K1"
"Pid1"
"Stbd1"
"Shisa4"
"Ism1"
"Grb14"
"Ms4a4d"
"Hacd4"
"Man1a"
"Nsdhl"
"Mcm5"
"Masp1"
"Mpzl2"
"Runx1"
"Gipc2"
"Aldh1a3"
"Nkd1"
"Cdh4"
"Hmgn5"
"1700094D03Rik"
"Pcsk6"
"E2f8"
"Ppp2r2b"
"Gm34030"
"Ass1"
"Hmcn1"
"Ltbp2"
"Sp5"
"Ecscr"
"Dok6"
"Cblb"
"Irx3"
"Zbtb20"
"Insig1"
"Syndig1"
"Nde1"
"Ldlr"
"Nfe2l2"
"Dleu2"
"Slitrk6"
"Car13"
"Slitrk1"
"Ccn2"
"Gm14964"
"Tbx3"
"Hs6st2"
"Cdh2"
"Crybg3"
"Tox3"
"2700069I18Rik"
"Pex5l"
"Pcolce2"
"Antxr1"
"Hoxa7"
"Rprm"
"Smoc1"
"Tbx18"
"Ahr"
"Adh1"
"Has2"
"Syt13"
"Gem"
"Tgfbi"
"Mt2"
"Unc13c"
"5330417C22Rik"
"Sh3gl3"
"Kank1"
"Vldlr"
"Fgf18"
"Rtl1"
"Pparg"
"Zic4"
"Cdk5rap2"
"Ccn4"
"Cdc45"
"Zfp36"
"Akr1c19"
"Tent5c"
"Cd79b"
"Serping1"
"Lrr1"
"Ngfr"
"Klk8"
"Gabra2"
"Haspin"
"Espl1"
"Sult5a1"
"Mybl2"
"Lbh"
"Dst"
"Fgf6"
"P2rx4"
"Lrrtm1"
"Crispld1"
"Adam33"
"Notch1"
"C1qtnf4"
"Tnfaip8l1"
"Nrcam"
"Nrg1"
"Fdft1"
"Cpne8"
"Sorcs3"
"Nptx2"
"Cep89"
"Brip1"
"Thsd7a"
"Asns"
"Hs3st3b1"
"Fbln5"
"Gucy1b1"
"Exo1"
"Heg1"
"Sim1"
"Spon1"
"Hoxc4"
"Hoxc9"
"Nes"
"Thbs4"
"Hist1h3f"
"Lynx1"
"Gm4258"
"Filip1"
"C1ql3"
"Ppm1k"
"Adamts17"
"Cadm1"
"Hlf"
"Il33"
"Bicd1"
"Vax2os"
"Cdca5"
"Fxyd6"
"Ccdc68"
"Mcm4"
"Fen1"
"Khdrbs2"
"Fxyd1"
"Fxyd5"
"Kcna4"
"Mcm7"
"Ckb"
"Foxp2"
"Prss12"
"Abca8a"
"Parpbp"
"Bmp5"
"Nr4a1"
"Pax1"
"Tro"
"Ildr2"
"Gen1"
"Sema3e"
"Rasgrp2"
"Car12"
"F11r"
"Aunip"
"Serpinc1"
"Atp1a2"
"Kcnd2"
"Ptgs2"
"Spag5"
"Rnf227"
"Elovl6"
"Adamts6"
"Gadd45a"
"Dusp6"
"A730046J19Rik"
"Ppl"
"Ces2g"
"Adgrg6"
"Sapcd1"
"Vegfd"
"Cdh6"
"Bok"
"Rab32"
"Rpa2"
"Snai2"
"Ptger3"
"Hoxb8"
"Scd1"
"Hck"
"Bhlhe22"
"Gm266"
"Apbb1ip"
"Cpxm2"
"Pcdh11x"
"Myrf"
"Gtse1"
"Pgm5"
"Scara3"
"Il13ra1"
"Hyls1"
"Nlgn1"
"Cenpn"
"4930523C07Rik"
"Adamtsl1"
"Nr2f1"
"Pcsk9"
"Thbs3"
"Crygb"
"Mcm10"
"Mlf1"
"Rgs7bp"
"Prokr1"
"mt-Nd6"
"Hist1h2bb"
"Arhgef39"
"Gsta4"
"Mastl"
"AI646519"
"Socs2"
"Atad5"
"Wnt6"
"Kif18b"
"Hist1h4k"
"Mms22l"
"Palld"
"Ltbp1"
"Mllt3"
"Ercc6l"
"Grin3a"
"Cdh3"
"Dnm3"
"Gm20400"
"Blm"
"Stat1"
"Stil"
"Eps8"
"Tnfrsf19"
"Minar2"
"Unc5d"
"Abca1"
"Cxcr4"
"Wfdc2"
"Etv1"
"Prox1"
"Sema5b"
"Mxra8"
"Fjx1"
"Clstn2"
"Sytl2"
"Ska3"
"Klf5"
"Bdnf"
"Amotl2"
"Samd5"
"Tnnt1"
"Ifi30"
"Tenm4"
"Eva1a"
"Gm26771"
"Mmp23"
"Dact1"
"Enc1"
"Gm20186"
"Metrnl"
"Stc1"
"Brca2"
"Pdgfd"
"Nhs"
"Angptl7"
"Lhx8"
"Tenm3"
"Cxxc4"
"Akap5"
"Dach1"
"Pde3a"
"Pde4d"
"Ptger4"
"Nckap5"
"Htra1"
"Trpm3"
"Ppp1r14c"
"Slc25a37"
"Usp2"
"Zfp367"
"Necab1"
"Armh4"
"Entpd2"
"Sp9"
"Prim1"
"Ccdc178"
"Plcb4"
"Peli1"
"Hist1h2bh"
"Id4"
"Wfikkn2"
"Hivep2"
"Tmtc2"
"Rab7b"
"Nexmif"
"Cadm2"
"Ptprg"
"Adarb2"
"Ramp3"
"Wdr76"
"Bnc2"
"Nova1"
"Plod2"
"Timp1"
"Ednra"
"F3"
"Slc38a1"
"Pde10a"
"Arsb"
"Lrfn5"
"Cenpu"
"Hoxc5"
"Fam181b"
"Gfra2"
"Trim9"
"Hopx"
"Galnt13"
"Ch25h"
"Terf1"
"Ankle1"
"Dpep1"
"Ugdh"
"Tnfrsf21"
"Tox"
"Cntrl"
"Stxbp6"
"Tpm3-rs7"
"Avpr1a"
"Tafa2"
"Ppp1r15a"
"Gad2"
"Satb1"
"Pgf"
"Ank3"
"Alkal2"
"Tes"
"Enho"
"Npr3"
"Specc1"
"Efnb1"
"Hgf"
"Pcdh9"
"Ryr2"
"Capg"
"Npy2r"
"Dhcr24"
"Ccdc3"
"Fap"
"Klf9"
"Grid2"
"Lrrtm4"
"Npy1r"
"Anks1b"
"Cep192"
"Dpf3"
"Ifit3"
"Klf3"
"Pou3f3"
"Stra6"
"Chst2"
"Dcaf12l1"
"Tnfrsf12a"
"Dpy19l1"
"Lxn"
"Cth"
"G0s2"
"Eya4"
"Clmn"
"Pcdhb14"
"Rasl10a"
"Snca"
"Pak3"
"Map3k7cl"
"Syne2"
"Prkg2"
"Slc1a3"
"C130021I20Rik"
"Ankrd12"
"Csf1"
"Cygb"
"Hmx1"
"St3gal1"
"Nav2"
"Tmem108"
"C1qtnf7"
"Cacna1e"
"Hk2"
"Aldh1l2"
"Ube2t"
"Dbn1"
"Ramp1"
"Hsd17b7"
"Hist1h4i"
"Arl4c"
"Chaf1a"
"Vstm2b"
"Ctsc"
"Ppargc1a"
"Stard8"
"Ucp2"
"Cdh9"
"Gli1"
"Gm10115"
"Scube1"
"Il17d"
"Egfr"
"Wee1"
"Efcab11"
"Soat1"
"Pole"
"Htra3"
"Zim1"
"Cep290"
"Rad54b"
"Cenpc1"
"Ier5l"
"Slc12a2"
"Jade1"
"Fam171b"
"Arsi"
"Nexn"
"Zwilch"
"Mrap2"
"Dlgap1"
"Pdlim1"
"Zfp536"
"Pxdn"
"Casp12"
"Dcxr"
"Slc14a1"
"Tfr2"
"Rorb"
"Pcdhb21"
"Tshz3"
"Rif1"
"Itga6"
"Depdc1b"
"Sass6"
"Mmp16"
"Mdga2"
"Rai14"
"Sv2b"
"Rcan2"
"Utrn"
"Otor"
"Bmp7"
"Adgre5"
"Epcam"
"Nfkbia"
"Kntc1"
"Rgs3"
"Tmem176a"
"Pdlim5"
"Hoxb4"
"Mras"
"Caln1"
"Lsamp"
"Txnip"
"Ccdc77"
"Thsd4"
"Dck"
"Cdca4"
"Ubash3b"
"Cdt1"
"Rfc5"
"Pds5b"
"Plcl1"
"Hist1h3d"
"Zcwpw1"
"Sh3bp5"
"Gm26532"
"Gstm2"
"Mthfd2"
"Plec"
"Cox6b2"
"Pcgf2"
"Cenpi"
"Stk39"
"Odc1"
"2810408I11Rik"
"Neurl1b"
"Pantr1"
"Thrb"
"Tshz1"
"Mex3b"
"Arhgdig"
"Oip5"
"Kcnip1"
"Rep15"
"Wdhd1"
"Chd7"
"Tbx2"
"Ror1"
"Zfp385b"
"Hist3h2ba"
"C2"
"Mis18a"
"Cgas"
"Vrk1"
"Rasgrf1"
"Batf3"
"Mir100hg"
"2610307P16Rik"
"Emb"
"Pcnt"
"Cep70"
"Ctnna2"
"Ets1"
"Rnf152"
